country_code	zone	w_from	w_to	price
GR	3	30	50	83.51
GR	3	50	75	91.43
GR	3	75	100	98.83
GR	3	100	150	121.34
GR	3	150	200	135
GR	3	200	250	154.79
GR	3	250	300	171.22
GR	3	300	350	192.07
GR	3	350	400	206.63
GR	3	400	450	228.8
GR	3	450	500	245.44
GR	3	500	600	278.11
GR	3	600	700	315.89
GR	3	700	800	347.73
GR	3	800	900	382.92
GR	3	900	1000	417.68
GR	3	1000	1100	452.1
GR	3	1100	1200	483.21
GR	3	1200	1300	517.37
GR	3	1300	1400	554.34
GR	3	1400	1500	593.37
GR	3	1500	1600	629.8
GR	3	1600	1700	669.63
GR	3	1700	1800	710.73
GR	3	1800	1900	752.1
GR	3	1900	2000	785.31
GR	3	2000	2100	822.79
GR	3	2100	2200	860.32
GR	3	2200	2300	897.74
GR	3	2300	2400	930.96
GR	3	2400	2500	968.28
GR	4	0	30	78
GR	4	30	50	85.43
GR	4	50	75	93.54
GR	4	75	100	101.17
GR	4	100	150	124.26
GR	4	150	200	138.33
GR	4	200	250	156.94
GR	4	250	300	173.88
GR	4	300	350	194.07
GR	4	350	400	209.09
GR	4	400	450	231.15
GR	4	450	500	248.33
GR	4	500	600	281.11
GR	4	600	700	319.37
GR	4	700	800	351.53
GR	4	800	900	386.81
GR	4	900	1000	422.04
GR	4	1000	1100	457.08
GR	4	1100	1200	488.71
GR	4	1200	1300	523.49
GR	4	1300	1400	560.58
GR	4	1400	1500	599.71
GR	4	1500	1600	636.06
GR	4	1600	1700	675.86
GR	4	1700	1800	717
GR	4	1800	1900	758.47
GR	4	1900	2000	792.07
GR	4	2000	2100	829.69
GR	4	2100	2200	867.35
GR	4	2200	2300	905.08
GR	4	2300	2400	938.68
GR	4	2400	2500	976.47
GR	5	0	30	80.3
GR	5	30	50	87.31
GR	5	50	75	94.9
GR	5	75	100	102.45
GR	5	100	150	125.6
GR	5	150	200	139.53
GR	5	200	250	161.13
GR	5	250	300	177.9
GR	5	300	350	200.53
GR	5	350	400	215.39
GR	5	400	450	239.7
GR	5	450	500	256.7
GR	5	500	600	290.87
GR	5	600	700	330.42
GR	5	700	800	363.86
GR	5	800	900	400.33
GR	5	900	1000	436.72
GR	5	1000	1100	472.89
GR	5	1100	1200	505.63
GR	5	1200	1300	541.44
GR	5	1300	1400	580.86
GR	5	1400	1500	622.47
GR	5	1500	1600	661.44
GR	5	1600	1700	703.96
GR	5	1700	1800	747.98
GR	5	1800	1900	792.41
GR	5	1900	2000	827.77
GR	5	2000	2100	867.11
GR	5	2100	2200	906.5
GR	5	2200	2300	945.93
GR	5	2300	2400	981.28
GR	5	2400	2500	1020.79
HR	1	0	30	42.26
HR	1	30	50	44.19
HR	1	50	75	48.75
HR	1	75	100	52.84
HR	1	100	150	66.09
HR	1	150	200	73.42
HR	1	200	250	83.77
HR	1	250	300	93.72
HR	1	300	350	103.99
HR	1	350	400	111.75
HR	1	400	450	124.11
HR	1	450	500	132.44
HR	1	500	600	149.64
HR	1	600	700	168.71
HR	1	700	800	184.47
HR	1	800	900	202.37
HR	1	900	1000	220.33
HR	1	1000	1100	238.12
HR	1	1100	1200	253.66
HR	1	1200	1300	271.39
HR	1	1300	1400	289.68
HR	1	1400	1500	309.3
HR	1	1500	1600	326.89
HR	1	1600	1700	346.7
HR	1	1700	1800	367.26
HR	1	1800	1900	387.9
HR	1	1900	2000	404.28
HR	1	2000	2100	423.44
HR	1	2100	2200	442.43
HR	1	2200	2300	461.59
HR	1	2300	2400	477.96
HR	1	2400	2500	497.18
HR	2	0	30	46.92
HR	2	30	50	51.51
HR	2	50	75	56.09
HR	2	75	100	60.17
HR	2	100	150	74.99
HR	2	150	200	82.32
HR	2	200	250	93.85
HR	2	250	300	103.81
HR	2	300	350	115.1
HR	2	350	400	122.86
HR	2	400	450	136.57
HR	2	450	500	144.89
HR	2	500	600	163.4
HR	2	600	700	183.76
HR	2	700	800	200.75
HR	2	800	900	219.83
HR	2	900	1000	238.97
HR	2	1000	1100	257.87
HR	2	1100	1200	274.49
HR	2	1200	1300	293.29
HR	2	1300	1400	313.87
HR	2	1400	1500	335.93
HR	2	1500	1600	356.03
HR	2	1600	1700	378.46
HR	2	1700	1800	401.79
HR	2	1800	1900	425.29
HR	2	1900	2000	443.33
HR	2	2000	2100	464.17
HR	2	2100	2200	484.84
HR	2	2200	2300	505.68
HR	2	2300	2400	523.71
HR	2	2400	2500	544.58
HR	3	0	30	54.61
HR	3	30	50	59.12
HR	3	50	75	63.62
HR	3	75	100	67.7
HR	3	100	150	84.14
HR	3	150	200	91.47
HR	3	200	250	104.21
HR	3	250	300	114.17
HR	3	300	350	126.51
HR	3	350	400	134.28
HR	3	400	450	149.37
HR	3	450	500	157.68
HR	3	500	600	177.53
HR	3	600	700	199.21
HR	3	700	800	217.48
HR	3	800	900	237.76
HR	3	900	1000	258.09
HR	3	1000	1100	278.16
HR	3	1100	1200	295.9
HR	3	1200	1300	315.78
HR	3	1300	1400	338.73
HR	3	1400	1500	363.29
HR	3	1500	1600	385.97
HR	3	1600	1700	411.1
HR	3	1700	1800	437.27
HR	3	1800	1900	463.7
HR	3	1900	2000	483.45
HR	3	2000	2100	506.02
HR	3	2100	2200	528.4
HR	3	2200	2300	550.95
HR	3	2300	2400	570.69
HR	3	2400	2500	593.29
HR	4	0	30	60.28
HR	4	30	50	64.74
HR	4	50	75	69.23
HR	4	75	100	73.31
HR	4	100	150	90.94
HR	4	150	200	98.27
HR	4	200	250	111.9
HR	4	250	300	121.87
HR	4	300	350	135
HR	4	350	400	142.76
HR	4	400	450	158.88
HR	4	450	500	167.19
HR	4	500	600	188.04
HR	4	600	700	210.69
HR	4	700	800	229.9
HR	4	800	900	251.08
HR	4	900	1000	272.32
HR	4	1000	1100	293.24
HR	4	1100	1200	311.81
HR	4	1200	1300	332.49
HR	4	1300	1400	357.2
HR	4	1400	1500	383.64
HR	4	1500	1600	408.23
HR	4	1600	1700	435.34
HR	4	1700	1800	463.66
HR	4	1800	1900	492.25
HR	4	1900	2000	513.27
HR	4	2000	2100	537.13
HR	4	2100	2200	560.77
HR	4	2200	2300	584.6
HR	4	2300	2400	605.61
HR	4	2400	2500	629.51
HR	5	0	30	68.76
HR	5	30	50	73.14
HR	5	50	75	77.53
HR	5	75	100	81.62
HR	5	100	150	101.04
HR	5	150	200	108.37
HR	5	200	250	123.33
HR	5	250	300	133.31
HR	5	300	350	147.59
HR	5	350	400	155.37
HR	5	400	450	173
HR	5	450	500	181.3
HR	5	500	600	203.65
HR	5	600	700	227.73
HR	5	700	800	248.35
HR	5	800	900	270.87
HR	5	900	1000	293.43
HR	5	1000	1100	315.63
HR	5	1100	1200	335.44
HR	5	1200	1300	357.32
HR	5	1300	1400	384.62
HR	5	1400	1500	413.82
HR	5	1500	1600	441.27
HR	5	1600	1700	471.36
HR	5	1700	1800	502.8
HR	5	1800	1900	534.63
HR	5	1900	2000	557.53
HR	5	2000	2100	583.3
HR	5	2100	2200	608.85
HR	5	2200	2300	634.56
HR	5	2300	2400	657.46
HR	5	2400	2500	683.24
HU	1	0	30	43.56
HU	1	30	50	49.72
HU	1	50	75	56.74
HU	1	75	100	64.74
HU	1	100	150	77.22
HU	1	150	200	83.34
HU	1	200	250	94.56
HU	1	250	300	103.23
HU	1	300	350	114.29
HU	1	350	400	121.34
HU	1	400	450	133.2
HU	1	450	500	141.95
HU	1	500	600	156.26
HU	1	600	700	175.39
HU	1	700	800	189.51
HU	1	800	900	206.37
HU	1	900	1000	223.25
HU	1	1000	1100	240.06
HU	1	1100	1200	254.06
HU	1	1200	1300	270.74
HU	1	1300	1400	287.9
HU	1	1400	1500	306.68
HU	1	1500	1600	323.01
HU	1	1600	1700	341.95
HU	1	1700	1800	361.77
HU	1	1800	1900	381.78
HU	1	1900	2000	396.62
HU	1	2000	2100	414.78
HU	1	2100	2200	433
HU	1	2200	2300	451.27
HU	1	2300	2400	466.19
HU	1	2400	2500	484.53
HU	2	0	30	48.03
HU	2	30	50	54.04
HU	2	50	75	60.81
HU	2	75	100	68.43
HU	2	100	150	81.77
HU	2	150	200	87.89
HU	2	200	250	99.77
HU	2	250	300	108.44
HU	2	300	350	120.13
HU	2	350	400	127.18
HU	2	400	450	139.85
HU	2	450	500	148.6
HU	2	500	600	163.71
HU	2	600	700	183.63
HU	2	700	800	198.53
HU	2	800	900	216.16
HU	2	900	1000	233.84
HU	2	1000	1100	251.39
HU	2	1100	1200	266.11
HU	2	1200	1300	283.55
HU	2	1300	1400	302.19
HU	2	1400	1500	322.56
HU	2	1500	1600	340.55
HU	2	1600	1700	361.1
HU	2	1700	1800	382.57
HU	2	1800	1900	404.28
HU	2	1900	2000	420.14
HU	2	2000	2100	439.31
HU	2	2100	2200	458.6
HU	2	2200	2300	477.92
HU	2	2300	2400	493.92
HU	2	2400	2500	513.32
HU	3	0	30	49.51
HU	3	30	50	55.93
HU	3	50	75	63.19
HU	3	75	100	71.4
HU	3	100	150	85.42
HU	3	150	200	91.54
HU	3	200	250	103.95
HU	3	250	300	112.62
HU	3	300	350	124.8
HU	3	350	400	131.85
HU	3	400	450	145.14
HU	3	450	500	153.89
HU	3	500	600	169.61
HU	3	600	700	190.14
HU	3	700	800	205.66
HU	3	800	900	223.89
HU	3	900	1000	242.13
HU	3	1000	1100	260.26
HU	3	1100	1200	275.54
HU	3	1200	1300	293.5
HU	3	1300	1400	313.24
HU	3	1400	1500	334.75
HU	3	1500	1600	353.97
HU	3	1600	1700	375.71
HU	3	1700	1800	398.48
HU	3	1800	1900	421.5
HU	3	1900	2000	438.11
HU	3	2000	2100	458.06
HU	3	2100	2200	478.11
HU	3	2200	2300	498.19
HU	3	2300	2400	514.96
HU	3	2400	2500	535.13
HU	4	0	30	52.97
HU	4	30	50	59.41
HU	4	50	75	66.64
HU	4	75	100	74.73
HU	4	100	150	89.53
HU	4	150	200	95.66
HU	4	200	250	108.68
HU	4	250	300	117.35
HU	4	300	350	130.07
HU	4	350	400	137.12
HU	4	400	450	151.12
HU	4	450	500	159.86
HU	4	500	600	176.27
HU	4	600	700	197.53
HU	4	700	800	213.74
HU	4	800	900	232.65
HU	4	900	1000	251.55
HU	4	1000	1100	270.32
HU	4	1100	1200	286.24
HU	4	1200	1300	304.77
HU	4	1300	1400	325.75
HU	4	1400	1500	348.59
HU	4	1500	1600	369.18
HU	4	1600	1700	392.29
HU	4	1700	1800	416.5
HU	4	1800	1900	441.03
HU	4	1900	2000	458.52
HU	4	2000	2100	479.33
HU	4	2100	2200	500.24
HU	4	2200	2300	521.18
HU	4	2300	2400	538.81
HU	4	2400	2500	559.83
HU	5	0	30	53.96
HU	5	30	50	60.38
HU	5	50	75	67.55
HU	5	75	100	75.57
HU	5	100	150	90.55
HU	5	150	200	96.67
HU	5	200	250	109.82
HU	5	250	300	118.49
HU	5	300	350	131.37
HU	5	350	400	138.41
HU	5	400	450	152.57
HU	5	450	500	161.31
HU	5	500	600	177.88
HU	5	600	700	199.27
HU	5	700	800	215.64
HU	5	800	900	234.68
HU	5	900	1000	253.73
HU	5	1000	1100	272.65
HU	5	1100	1200	288.72
HU	5	1200	1300	307.41
HU	5	1300	1400	328.66
HU	5	1400	1500	351.8
HU	5	1500	1600	372.71
HU	5	1600	1700	396.15
HU	5	1700	1800	420.69
HU	5	1800	1900	445.57
HU	5	1900	2000	463.26
HU	5	2000	2100	484.27
HU	5	2100	2200	505.39
HU	5	2200	2300	526.5
HU	5	2300	2400	544.34
HU	5	2400	2500	565.57
HU	6	0	30	63.37
HU	6	30	50	69.88
HU	6	50	75	77.05
HU	6	75	100	84.96
HU	6	100	150	102.1
HU	6	150	200	108.22
HU	6	200	250	123.03
HU	6	250	300	131.7
HU	6	300	350	146.1
HU	6	350	400	153.14
HU	6	400	450	169.24
HU	6	450	500	177.99
HU	6	500	600	196.48
HU	6	600	700	219.78
HU	6	700	800	238.02
HU	6	800	900	258.91
HU	6	900	1000	279.81
HU	6	1000	1100	300.55
HU	6	1100	1200	318.37
HU	6	1200	1300	338.8
HU	6	1300	1400	363.51
HU	6	1400	1500	390.34
HU	6	1500	1600	415.05
HU	6	1600	1700	442.32
HU	6	1700	1800	470.89
HU	6	1800	1900	499.91
HU	6	1900	2000	520.02
HU	6	2000	2100	543.47
HU	6	2100	2200	567.01
HU	6	2200	2300	590.54
HU	6	2300	2400	610.79
HU	6	2400	2500	634.42
IE	1	0	30	63.03
IE	1	30	50	67.83
IE	1	50	75	75.81
IE	1	75	100	81.25
IE	1	100	150	100.81
IE	1	150	200	112.86
IE	1	200	250	131.95
IE	1	250	300	146.62
IE	1	300	350	165.15
IE	1	350	400	177.78
IE	1	400	450	196.29
IE	1	450	500	211.58
IE	1	500	600	239.07
IE	1	600	700	271.78
IE	1	700	800	297.87
IE	1	800	900	327.23
IE	1	900	1000	356.54
IE	1	1000	1100	385.75
IE	1	1100	1200	411.5
IE	1	1200	1300	440.48
IE	1	1300	1400	470.72
IE	1	1400	1500	502.73
IE	1	1500	1600	531.87
IE	1	1600	1700	564.32
IE	1	1700	1800	598.35
IE	1	1800	1900	632.63
IE	1	1900	2000	659.72
IE	1	2000	2100	691.3
IE	1	2100	2200	722.99
IE	1	2200	2300	754.71
IE	1	2300	2400	781.83
IE	1	2400	2500	813.63
IE	2	0	30	66.3
IE	2	30	50	70.57
IE	2	50	75	78.49
IE	2	75	100	83.93
IE	2	100	150	104.48
IE	2	150	200	116.53
IE	2	200	250	136.4
IE	2	250	300	151.07
IE	2	300	350	170.31
IE	2	350	400	182.94
IE	2	400	450	202.27
IE	2	450	500	217.56
IE	2	500	600	245.88
IE	2	600	700	279.41
IE	2	700	800	306.25
IE	2	800	900	336.35
IE	2	900	1000	366.38
IE	2	1000	1100	396.29
IE	2	1100	1200	421.91
IE	2	1200	1300	452.36
IE	2	1300	1400	483.96
IE	2	1400	1500	517.42
IE	2	1500	1600	548
IE	2	1600	1700	582
IE	2	1700	1800	617.65
IE	2	1800	1900	653.6
IE	2	1900	2000	681.72
IE	2	2000	2100	714.29
IE	2	2100	2200	746.99
IE	2	2200	2300	779.77
IE	2	2300	2400	807.88
IE	2	2400	2500	840.71
IE	3	0	30	69.01
IE	3	30	50	72.91
IE	3	50	75	80.79
IE	3	75	100	86.22
IE	3	100	150	107.74
IE	3	150	200	119.79
IE	3	200	250	140.5
IE	3	250	300	155.18
IE	3	300	350	175.12
IE	3	350	400	187.74
IE	3	400	450	207.92
IE	3	450	500	223.21
IE	3	500	600	252.35
IE	3	600	700	286.67
IE	3	700	800	314.32
IE	3	800	900	345.14
IE	3	900	1000	375.92
IE	3	1000	1100	406.53
IE	3	1100	1200	432.68
IE	3	1200	1300	463.97
IE	3	1300	1400	496.87
IE	3	1400	1500	531.72
IE	3	1500	1600	563.77
IE	3	1600	1700	599.33
IE	3	1700	1800	636.57
IE	3	1800	1900	674.17
IE	3	1900	2000	703.33
IE	3	2000	2100	736.94
IE	3	2100	2200	770.66
IE	3	2200	2300	804.43
IE	3	2300	2400	833.57
IE	3	2400	2500	867.42
IE	4	0	30	71.18
IE	4	30	50	75.58
IE	4	50	75	83.37
IE	4	75	100	88.81
IE	4	100	150	111.56
IE	4	150	200	123.63
IE	4	200	250	145.33
IE	4	250	300	160.01
IE	4	300	350	180.86
IE	4	350	400	193.5
IE	4	400	450	214.7
IE	4	450	500	230
IE	4	500	600	260.18
IE	4	600	700	295.49
IE	4	700	800	324.1
IE	4	800	900	355.86
IE	4	900	1000	387.54
IE	4	1000	1100	419.03
IE	4	1100	1200	445.84
IE	4	1200	1300	478.17
IE	4	1300	1400	512.7
IE	4	1400	1500	549.31
IE	4	1500	1600	583.15
IE	4	1600	1700	620.59
IE	4	1700	1800	659.84
IE	4	1800	1900	699.51
IE	4	1900	2000	729.92
IE	4	2000	2100	764.78
IE	4	2100	2200	799.76
IE	4	2200	2300	834.78
IE	4	2300	2400	865.22
IE	4	2400	2500	900.32
IE	5	0	30	72.82
IE	5	30	50	77.2
IE	5	50	75	84.95
IE	5	75	100	90.39
IE	5	100	150	113.94
IE	5	150	200	125.99
IE	5	200	250	148.34
IE	5	250	300	163.01
IE	5	300	350	184.49
IE	5	350	400	197.12
IE	5	400	450	218.99
IE	5	450	500	234.28
IE	5	500	600	265.14
IE	5	600	700	301.07
IE	5	700	800	330.32
IE	5	800	900	362.67
IE	5	900	1000	394.95
IE	5	1000	1100	427.02
IE	5	1100	1200	454.23
IE	5	1200	1300	487.23
IE	5	1300	1400	522.82
IE	5	1400	1500	560.53
IE	5	1500	1600	595.52
IE	5	1600	1700	634.18
IE	5	1700	1800	674.7
IE	5	1800	1900	715.69
IE	5	1900	2000	746.91
IE	5	2000	2100	782.61
IE	5	2100	2200	818.39
IE	5	2200	2300	854.24
IE	5	2300	2400	885.47
IE	5	2400	2500	921.4
IE	6	0	30	74.45
IE	6	30	50	78.96
IE	6	50	75	86.68
IE	6	75	100	92.12
IE	6	100	150	116.61
IE	6	150	200	128.66
IE	6	200	250	151.85
IE	6	250	300	166.53
IE	6	300	350	188.66
IE	6	350	400	201.31
IE	6	400	450	224.03
IE	6	450	500	239.32
IE	6	500	600	270.94
IE	6	600	700	307.68
IE	6	700	800	337.65
IE	6	800	900	370.73
IE	6	900	1000	403.7
IE	6	1000	1100	436.49
IE	6	1100	1200	464.22
IE	6	1200	1300	498
IE	6	1300	1400	534.84
IE	6	1400	1500	573.91
IE	6	1500	1600	610.29
IE	6	1600	1700	650.38
IE	6	1700	1800	692.45
IE	6	1800	1900	735.02
IE	6	1900	2000	767.22
IE	6	2000	2100	803.88
IE	6	2100	2200	840.63
IE	6	2200	2300	877.46
IE	6	2300	2400	909.66
IE	6	2400	2500	946.59
IT	1	0	30	43.79
IT	1	30	50	46.95
IT	1	50	75	54.44
IT	1	75	100	59.18
IT	1	100	150	72.74
IT	1	150	200	77.99
IT	1	200	250	87.55
IT	1	250	300	96.5
IT	1	300	350	105.85
IT	1	350	400	111.65
IT	1	400	450	123.92
IT	1	450	500	130.58
IT	1	500	600	145.41
IT	1	600	700	162.52
IT	1	700	800	175.06
IT	1	800	900	190.61
IT	1	900	1000	206.09
IT	1	1000	1100	221.51
IT	1	1100	1200	233.7
IT	1	1200	1300	248.96
IT	1	1300	1400	265.46
IT	1	1400	1500	283.53
IT	1	1500	1600	298.8
IT	1	1600	1700	317.23
IT	1	1700	1800	336.72
IT	1	1800	1900	356.46
IT	1	1900	2000	369.92
IT	1	2000	2100	387.16
IT	1	2100	2200	404.45
IT	1	2200	2300	421.82
IT	1	2300	2400	435.28
IT	1	2400	2500	452.67
IT	2	0	30	48.25
IT	2	30	50	50.88
IT	2	50	75	58.31
IT	2	75	100	63.04
IT	2	100	150	77.86
IT	2	150	200	83.63
IT	2	200	250	94.29
IT	2	250	300	103.99
IT	2	300	350	114.44
IT	2	350	400	120.72
IT	2	400	450	134.19
IT	2	450	500	141.61
IT	2	500	600	158.11
IT	2	600	700	177.39
IT	2	700	800	191.3
IT	2	800	900	208.74
IT	2	900	1000	226.12
IT	2	1000	1100	243.38
IT	2	1100	1200	256.92
IT	2	1200	1300	274.03
IT	2	1300	1400	292.77
IT	2	1400	1500	313.14
IT	2	1500	1600	330.19
IT	2	1600	1700	350.97
IT	2	1700	1800	372.88
IT	2	1800	1900	395.04
IT	2	1900	2000	410.01
IT	2	2000	2100	429.3
IT	2	2100	2200	448.64
IT	2	2200	2300	468.05
IT	2	2300	2400	483.05
IT	2	2400	2500	502.48
IT	3	0	30	55.4
IT	3	30	50	58.74
IT	3	50	75	66.07
IT	3	75	100	70.78
IT	3	100	150	87.43
IT	3	150	200	93.49
IT	3	200	250	105.61
IT	3	250	300	115.61
IT	3	300	350	127.34
IT	3	350	400	133.92
IT	3	400	450	149
IT	3	450	500	156.7
IT	3	500	600	175.09
IT	3	600	700	196.19
IT	3	700	800	211.93
IT	3	800	900	231.11
IT	3	900	1000	250.2
IT	3	1000	1100	269.17
IT	3	1100	1200	284.35
IT	3	1200	1300	303.07
IT	3	1300	1400	324.65
IT	3	1400	1500	347.99
IT	3	1500	1600	368.1
IT	3	1600	1700	392.03
IT	3	1700	1800	417.23
IT	3	1800	1900	442.75
IT	3	1900	2000	459.96
IT	3	2000	2100	481.47
IT	3	2100	2200	503.02
IT	3	2200	2300	524.63
IT	3	2300	2400	541.85
IT	3	2400	2500	563.52
IT	4	0	30	61.66
IT	4	30	50	65.14
IT	4	50	75	73.5
IT	4	75	100	79.38
IT	4	100	150	98.24
IT	4	150	200	105.39
IT	4	200	250	119.41
IT	4	250	300	131.03
IT	4	300	350	144.67
IT	4	350	400	152.54
IT	4	400	450	169.86
IT	4	450	500	179.2
IT	4	500	600	200.51
IT	4	600	700	225.58
IT	4	700	800	244.23
IT	4	800	900	266.98
IT	4	900	1000	289.66
IT	4	1000	1100	312.19
IT	4	1100	1200	330.26
IT	4	1200	1300	352.52
IT	4	1300	1400	377.98
IT	4	1400	1500	405.25
IT	4	1500	1600	428.61
IT	4	1600	1700	456.54
IT	4	1700	1800	485.75
IT	4	1800	1900	515.33
IT	4	1900	2000	535.55
IT	4	2000	2100	560.77
IT	4	2100	2200	586.05
IT	4	2200	2300	611.39
IT	4	2300	2400	631.66
IT	4	2400	2500	657.03
IT	5	0	30	73.27
IT	5	30	50	76.93
IT	5	50	75	85.11
IT	5	75	100	90.98
IT	5	100	150	112.22
IT	5	150	200	119.33
IT	5	200	250	135.07
IT	5	250	300	146.49
IT	5	300	350	161.58
IT	5	350	400	169.42
IT	5	400	450	188.74
IT	5	450	500	197.85
IT	5	500	600	221.06
IT	5	600	700	247.63
IT	5	700	800	268.23
IT	5	800	900	292.49
IT	5	900	1000	316.66
IT	5	1000	1100	340.6
IT	5	1100	1200	360.38
IT	5	1200	1300	383.96
IT	5	1300	1400	412.74
IT	5	1400	1500	443.6
IT	5	1500	1600	471.01
IT	5	1600	1700	502.81
IT	5	1700	1800	536.14
IT	5	1800	1900	569.97
IT	5	1900	2000	592.86
IT	5	2000	2100	620.4
IT	5	2100	2200	647.98
IT	5	2200	2300	675.64
IT	5	2300	2400	698.57
IT	5	2400	2500	726.25
IT	6	0	30	100.08
IT	6	30	50	103.97
IT	6	50	75	111.75
IT	6	75	100	117.63
IT	6	100	150	143
IT	6	150	200	147.98
IT	6	200	250	166.05
IT	6	250	300	174.66
IT	6	300	350	191.45
IT	6	350	400	197.15
IT	6	400	450	219.53
IT	6	450	500	225.86
IT	6	500	600	249.88
IT	6	600	700	275.78
IT	6	700	800	297.61
IT	6	800	900	321.42
IT	6	900	1000	345.07
IT	6	1000	1100	368.34
IT	6	1100	1200	388.65
IT	6	1200	1300	411.26
IT	6	1300	1400	444.5
IT	6	1400	1500	480.45
IT	6	1500	1600	514.69
IT	6	1600	1700	552.41
IT	6	1700	1800	592.33
IT	6	1800	1900	633.05
IT	6	1900	2000	659
IT	6	2000	2100	688.26
IT	6	2100	2200	717.58
IT	6	2200	2300	746.96
IT	6	2300	2400	772.99
IT	6	2400	2500	802.42
LT	1	0	30	42.26
LT	1	30	50	45.71
LT	1	50	75	50.24
LT	1	75	100	55.24
LT	1	100	150	68.45
LT	1	150	200	76.39
LT	1	200	250	88.6
LT	1	250	300	98.37
LT	1	300	350	110.34
LT	1	350	400	118.64
LT	1	400	450	131
LT	1	450	500	140.65
LT	1	500	600	158.27
LT	1	600	700	179.4
LT	1	700	800	196.02
LT	1	800	900	215.24
LT	1	900	1000	234.39
LT	1	1000	1100	253.48
LT	1	1100	1200	269.86
LT	1	1200	1300	288.83
LT	1	1300	1400	308.12
LT	1	1400	1500	329.01
LT	1	1500	1600	347.54
LT	1	1600	1700	368.72
LT	1	1700	1800	390.53
LT	1	1800	1900	412.49
LT	1	1900	2000	429.78
LT	1	2000	2100	449.99
LT	1	2100	2200	470.21
LT	1	2200	2300	490.49
LT	1	2300	2400	507.77
LT	1	2400	2500	528.06
LT	2	0	30	43.11
LT	2	30	50	47.26
LT	2	50	75	51.83
LT	2	75	100	56.83
LT	2	100	150	70.52
LT	2	150	200	78.62
LT	2	200	250	91.27
LT	2	250	300	101.25
LT	2	300	350	113.61
LT	2	350	400	122.09
LT	2	400	450	134.89
LT	2	450	500	144.73
LT	2	500	600	162.9
LT	2	600	700	184.64
LT	2	700	800	201.79
LT	2	800	900	221.54
LT	2	900	1000	241.25
LT	2	1000	1100	260.88
LT	2	1100	1200	277.78
LT	2	1200	1300	297.28
LT	2	1300	1400	317.25
LT	2	1400	1500	338.88
LT	2	1500	1600	358.11
LT	2	1600	1700	380.07
LT	2	1700	1800	402.68
LT	2	1800	1900	425.45
LT	2	1900	2000	443.31
LT	2	2000	2100	464.16
LT	2	2100	2200	485.03
LT	2	2200	2300	505.95
LT	2	2300	2400	523.81
LT	2	2400	2500	544.74
LT	3	0	30	44.66
LT	3	30	50	48.78
LT	3	50	75	53.3
LT	3	75	100	58.23
LT	3	100	150	72.59
LT	3	150	200	80.68
LT	3	200	250	93.88
LT	3	250	300	103.87
LT	3	300	350	116.72
LT	3	350	400	125.19
LT	3	400	450	138.56
LT	3	450	500	148.41
LT	3	500	600	167.12
LT	3	600	700	189.41
LT	3	700	800	207.07
LT	3	800	900	227.33
LT	3	900	1000	247.53
LT	3	1000	1100	267.65
LT	3	1100	1200	284.98
LT	3	1200	1300	304.94
LT	3	1300	1400	325.79
LT	3	1400	1500	348.35
LT	3	1500	1600	368.58
LT	3	1600	1700	391.56
LT	3	1700	1800	415.23
LT	3	1800	1900	439.12
LT	3	1900	2000	457.66
LT	3	2000	2100	479.2
LT	3	2100	2200	500.76
LT	3	2200	2300	522.34
LT	3	2300	2400	540.88
LT	3	2400	2500	562.49
LT	4	0	30	46.19
LT	4	30	50	50.25
LT	4	50	75	54.68
LT	4	75	100	59.49
LT	4	100	150	74.52
LT	4	150	200	82.61
LT	4	200	250	96.37
LT	4	250	300	106.35
LT	4	300	350	119.71
LT	4	350	400	128.17
LT	4	400	450	142.11
LT	4	450	500	151.96
LT	4	500	600	171.22
LT	4	600	700	194.05
LT	4	700	800	212.23
LT	4	800	900	233
LT	4	900	1000	253.68
LT	4	1000	1100	274.28
LT	4	1100	1200	292.08
LT	4	1200	1300	312.49
LT	4	1300	1400	334.23
LT	4	1400	1500	357.71
LT	4	1500	1600	378.9
LT	4	1600	1700	402.9
LT	4	1700	1800	427.67
LT	4	1800	1900	452.66
LT	4	1900	2000	471.88
LT	4	2000	2100	494.09
LT	4	2100	2200	516.32
LT	4	2200	2300	538.6
LT	4	2300	2400	557.8
LT	4	2400	2500	580.1
LT	5	0	30	48.24
LT	5	30	50	52.08
LT	5	50	75	56.22
LT	5	75	100	60.7
LT	5	100	150	76.38
LT	5	150	200	84.47
LT	5	200	250	98.78
LT	5	250	300	108.77
LT	5	300	350	122.62
LT	5	350	400	131.08
LT	5	400	450	145.6
LT	5	450	500	155.44
LT	5	500	600	175.26
LT	5	600	700	198.64
LT	5	700	800	217.34
LT	5	800	900	238.6
LT	5	900	1000	259.79
LT	5	1000	1100	280.86
LT	5	1100	1200	299.12
LT	5	1200	1300	319.99
LT	5	1300	1400	342.59
LT	5	1400	1500	367.02
LT	5	1500	1600	389.18
LT	5	1600	1700	414.18
LT	5	1700	1800	440
LT	5	1800	1900	466.11
LT	5	1900	2000	486
LT	5	2000	2100	508.91
LT	5	2100	2200	531.81
LT	5	2200	2300	554.76
LT	5	2300	2400	574.67
LT	5	2400	2500	597.64
LU	1	0	30	42.26
LU	1	30	50	42.26
LU	1	50	75	42.26
LU	1	75	100	47.17
LU	1	100	150	55.84
LU	1	150	200	57.67
LU	1	200	250	65.77
LU	1	250	300	69.74
LU	1	300	350	77.95
LU	1	350	400	80.67
LU	1	400	450	89.59
LU	1	450	500	93.63
LU	1	500	600	101.52
